RefactoringType,L1,L2,L3,L4,L5,L6,AuthorGroup
Move Class,pmd,src,com,infoether,pmd,ast/ASTLocalVariableDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTMethodDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTMethodDeclarationLookahead.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTMethodDeclarator.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTMultiplicativeExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTName.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTNameList.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTNestedClassDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTNestedInterfaceDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTNullLiteral.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPackageDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPostfixExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPreDecrementExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPreIncrementExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPrimaryExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPrimaryPrefix.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPrimarySuffix.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTPrimitiveType.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTRelationalExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTResultType.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTReturnStatement.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTShiftExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTStatement.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTStatementExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTStatementExpressionList.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTSwitchLabel.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTSwitchStatement.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTSynchronizedStatement.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTThrowStatement.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTTryStatement.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTType.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTTypeDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTUnaryExpression.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTUnaryExpressionNotPlusMinus.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTUnmodifiedClassDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTUnmodifiedInterfaceDeclaration.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTVariableDeclarator.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTVariableDeclaratorId.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTVariableInitializer.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ASTWhileStatement.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JJTJavaParserState.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JavaCharStream.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JavaParser.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JavaParserConstants.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JavaParserTokenManager.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JavaParserTreeConstants.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JavaParserVisitor.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/JavaParserVisitorAdapter.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/Node.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/ParseException.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/SimpleNode.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/Test.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/Token.java,extremely high
Move Class,pmd,src,com,infoether,pmd,ast/TokenMgrError.java,extremely high
Move Class,pmd,regress,test,com,infoether,pmd/FunctionalTest.java,extremely high
