RefactoringType,L1,L2,L3,L4,L5,L6,AuthorGroup
Rename Class,pmd,src,net,sourceforge,pmd,rules/DoubleCheckedLockingRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/UnnecessaryConversionTemporaryRule.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/DoubleCheckedLockingRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/OverrideBothEqualsAndHashcodeRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/braces/ForLoopsMustUseBracesRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/braces/IfElseStmtsMustUseBracesRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/braces/WhileLoopsMustUseBracesRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/clone/CloneMethodMustImplementCloneableRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/clone/CloneThrowsCloneNotSupportedExceptionRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/clone/ProperCloneImplementationRuleTest.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/CyclomaticComplexityRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/ExcessivePublicCountRule.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/CyclomaticComplexityRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/ExcessivePublicCountRuleTest.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/SuspiciousOctalEscapeRule.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/AssignmentInOperandRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/DontImportSunRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/SuspiciousOctalEscapeRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/UnnecessaryConstructorRuleTest.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/CouplingBetweenObjectsRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/ExcessiveImportsRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/design/LooseCouplingRule.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/CouplingBetweenObjectsRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/ExcessiveImportsRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/design/LooseCouplingRuleTest.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/AccessorClassGenerationRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/AvoidReassigningParametersRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/CloseConnectionRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/ConstructorCallsOverridableMethodRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/IdempotentOperationsRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/SimplifyBooleanReturnsRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/design/ImmutableFieldRule.java,extremely high
Rename Class,pmd,src,net,sourceforge,pmd,rules/design/UseSingletonRule.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/AccessorClassGenerationRuleTest.java,extremely high
Rename Class,pmd,regress,test,net,sourceforge,pmd/rules/AvoidReassigningParametersRuleTest.java,extremely high
