@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
187,2808,3132,249,2226,0.100606,0.472727,0.918548,0.472727,0.081452,0.624208,0.36328,1.301276,0.843767
188,2600,3340,207,2268,0.083636,0.43771,0.926256,0.43771,0.073744,0.59449,0.333571,1.312196,0.843798
189,2370,3570,161,2314,0.065051,0.39899,0.936389,0.39899,0.063611,0.559556,0.300772,1.326551,0.843861
190,2156,3784,118,2357,0.047677,0.362963,0.948109,0.362963,0.051891,0.524957,0.270232,1.343155,0.844731
191,1935,4005,72,2403,0.029091,0.325758,0.964126,0.325758,0.035874,0.486976,0.238503,1.365845,0.846154
192,1933,4007,72,2403,0.029091,0.325421,0.96409,0.325421,0.03591,0.486595,0.238265,1.365794,0.847681
193,1932,4008,72,2403,0.029091,0.325253,0.964072,0.325253,0.035928,0.486405,0.238146,1.365768,0.85
194,1928,4012,72,2403,0.029091,0.324579,0.964,0.324579,0.036,0.485642,0.237671,1.365667,0.857143
195,1927,4013,72,2403,0.029091,0.324411,0.963982,0.324411,0.036018,0.485452,0.237552,1.365641,0.866667
196,1924,4016,72,2403,0.029091,0.323906,0.963928,0.323906,0.036072,0.484879,0.237195,1.365564,0.867993
197,1923,4017,71,2404,0.028687,0.323737,0.964393,0.323737,0.035607,0.484749,0.236958,1.366224,0.875
198,1917,4023,69,2406,0.027879,0.322727,0.965257,0.322727,0.034743,0.483724,0.236007,1.367447,0.88
199,1916,4024,68,2407,0.027475,0.322559,0.965726,0.322559,0.034274,0.483594,0.235769,1.368112,0.882353
200,1913,4027,68,2407,0.027475,0.322054,0.965674,0.322054,0.034326,0.48302,0.235413,1.368038,0.884615
201,1913,4027,67,2408,0.027071,0.322054,0.966162,0.322054,0.033838,0.483081,0.235294,1.368729,0.888889
202,1910,4030,66,2409,0.026667,0.321549,0.966599,0.321549,0.033401,0.482567,0.234819,1.369349,0.894309
203,1874,4066,65,2410,0.026263,0.315488,0.966478,0.315488,0.033522,0.475695,0.230422,1.369177,0.894737
204,1870,4070,63,2412,0.025455,0.314815,0.967408,0.314815,0.032592,0.475041,0.229709,1.370495,0.896
205,1838,4102,62,2413,0.025051,0.309428,0.967368,0.309428,0.032632,0.468878,0.225787,1.370439,0.898496
206,1821,4119,62,2413,0.025051,0.306566,0.967074,0.306566,0.032926,0.46555,0.223767,1.370021,0.899194
207,1788,4152,60,2415,0.024242,0.30101,0.967532,0.30101,0.032468,0.459168,0.219608,1.370671,0.9
208,1785,4155,60,2415,0.024242,0.300505,0.96748,0.300505,0.03252,0.458574,0.219251,1.370596,0.900719
209,1782,4158,59,2416,0.023838,0.3,0.967952,0.3,0.032048,0.458039,0.218776,1.371266,0.904
210,1752,4188,56,2419,0.022626,0.294949,0.969027,0.294949,0.030973,0.452246,0.214854,1.372788,0.90458
211,1733,4207,54,2421,0.021818,0.291751,0.969782,0.291751,0.030218,0.448557,0.212359,1.373857,0.905138
212,1706,4234,51,2424,0.020606,0.287205,0.970973,0.287205,0.029027,0.44329,0.208794,1.375545,0.909091
213,1698,4242,49,2426,0.019798,0.285859,0.971952,0.285859,0.028048,0.441785,0.207605,1.376932,0.910853
214,1677,4263,45,2430,0.018182,0.282323,0.973868,0.282323,0.026132,0.437745,0.204635,1.379646,0.911197
215,1657,4283,41,2434,0.016566,0.278956,0.975854,0.278956,0.024146,0.433883,0.201783,1.38246,0.912628
216,1656,4284,41,2434,0.016566,0.278788,0.97584,0.278788,0.02416,0.433678,0.201664,1.38244,0.913043
217,1654,4286,39,2436,0.015758,0.278451,0.976964,0.278451,0.023036,0.433381,0.201188,1.384032,0.915489
218,1654,4286,38,2437,0.015354,0.278451,0.977541,0.278451,0.022459,0.433438,0.20107,1.38485,0.916667
219,1639,4301,38,2437,0.015354,0.275926,0.97734,0.275926,0.02266,0.430353,0.199287,1.384566,0.919998
220,1639,4301,37,2438,0.014949,0.275926,0.977924,0.275926,0.022076,0.43041,0.199168,1.385392,0.921569
221,1618,4322,30,2445,0.012121,0.272391,0.981796,0.272391,0.018204,0.426463,0.195841,1.390878,0.923077
222,1611,4329,30,2445,0.012121,0.271212,0.981718,0.271212,0.018282,0.42501,0.195009,1.390768,0.928571
