RefactoringType,FilePath,AuthorName,AuthorGroup,L1,L2,L3,L4,L5,L6
Move Attribute,hibernate-validator/src/main/java/org/hibernate/validator/engine/ResourceBundleMessageInterpolator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ResourceBundleMessageInterpolator.java
Move Method,hibernate-validator/src/main/java/org/hibernate/validator/engine/ResourceBundleMessageInterpolator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ResourceBundleMessageInterpolator.java
Extract Class,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Attribute,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Attribute,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Attribute,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Attribute,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Method,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Extract Class,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Method,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Method,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Method,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Method,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Move Method,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/ConstraintAnnotationVisitor.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/ConstraintAnnotationVisitor.java
Rename Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/GlobalExecutionContext.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/GlobalExecutionContext.java
Rename Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/LocalExecutionContext.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/LocalExecutionContext.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ConstraintTree.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ConstraintTree.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/metadata/MetaConstraint.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/metadata/MetaConstraint.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ConstraintTree.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ConstraintTree.java
Rename Variable,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Move Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/ResourceBundleMessageInterpolator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ResourceBundleMessageInterpolator.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/resourceloading/AggregateBundleTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/resourceloading/AggregateBundleTest.java
Move Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/resourceloading/AggregateResourceBundleLocator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/resourceloading/AggregateResourceBundleLocator.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/resourceloading/AggregateResourceBundleLocatorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/resourceloading/AggregateResourceBundleLocatorTest.java
Move Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/resourceloading/CachingResourceBundleLocator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/resourceloading/CachingResourceBundleLocator.java
Move Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/resourceloading/DelegatingResourceBundleLocator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/resourceloading/DelegatingResourceBundleLocator.java
Move Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/resourceloading/PlatformResourceBundleLocator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/resourceloading/PlatformResourceBundleLocator.java
Move Class,hibernate-validator/src/main/java/org/hibernate/validator/engine/resourceloading/ResourceBundleLocator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/resourceloading/ResourceBundleLocator.java
Inline Method,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/util/ConstraintHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/util/ConstraintHelper.java
Rename Variable,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/util/ConstraintHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/util/ConstraintHelper.java
Rename Variable,hibernate-validator-annotation-processor/src/main/java/org/hibernate/validator/ap/util/ConstraintHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,main,java,org,hibernate/validator/ap/util/ConstraintHelper.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Parameter,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Variable,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Rename Variable,hibernate-validator/src/main/java/org/hibernate/validator/engine/ValidatorImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,main,java,org,hibernate/validator/engine/ValidatorImpl.java
Extract Method,hibernate-validator-annotation-processor/src/test/java/org/hibernate/validator/ap/testutil/CompilerTestHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,test,java,org,hibernate/validator/ap/testutil/CompilerTestHelper.java
Extract Method,hibernate-validator-annotation-processor/src/test/java/org/hibernate/validator/ap/testutil/CompilerTestHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,test,java,org,hibernate/validator/ap/testutil/CompilerTestHelper.java
Rename Method,hibernate-validator-annotation-processor/src/test/java/org/hibernate/validator/ap/ConstraintValidationProcessorTest.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,test,java,org,hibernate/validator/ap/ConstraintValidationProcessorTest.java
Rename Variable,hibernate-validator-annotation-processor/src/test/java/org/hibernate/validator/ap/testutil/CompilerTestHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,test,java,org,hibernate/validator/ap/testutil/CompilerTestHelper.java
Rename Class,hibernate-validator-annotation-processor/src/test/java/org/hibernate/validator/ap/util/DiagnosticExpection.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,test,java,org,hibernate/validator/ap/util/DiagnosticExpection.java
Rename Parameter,hibernate-validator-annotation-processor/src/test/java/org/hibernate/validator/ap/testutil/CompilerTestHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,test,java,org,hibernate/validator/ap/testutil/CompilerTestHelper.java
Rename Variable,hibernate-validator-annotation-processor/src/test/java/org/hibernate/validator/ap/testutil/CompilerTestHelper.java,Gunnar Morling,extremely high,hibernate-validator-annotation-processor,src,test,java,org,hibernate/validator/ap/testutil/CompilerTestHelper.java
Extract Interface,hibernate-validator/src/test/java/org/hibernate/validator/test/engine/groups/GroupChainGeneratorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/test/engine/groups/GroupChainGeneratorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/HibernateValidatorConfigurationTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/HibernateValidatorConfigurationTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/bootstrap/Customer.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/bootstrap/Customer.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/bootstrap/Order.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/bootstrap/Order.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/bootstrap/ValidationTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/bootstrap/ValidationTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/PathImplTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/PathImplTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/ValidatorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/ValidatorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/customerror/CustomErrorMessageTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/customerror/CustomErrorMessageTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/customerror/DummyTestClass.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/customerror/DummyTestClass.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/customerror/IsValidValidator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/customerror/IsValidValidator.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/Address.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/Address.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/CyclicGroupSequence.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/CyclicGroupSequence.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/CyclicGroupSequence1.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/CyclicGroupSequence1.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/CyclicGroupSequence2.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/CyclicGroupSequence2.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/First.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/First.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainGeneratorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainGeneratorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainGeneratorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainGeneratorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainGeneratorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainGeneratorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainGeneratorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainGeneratorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupsTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupsTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/Last.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/Last.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/Second.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/Second.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/GroupChainTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/GroupChainTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/Try.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/Try.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/groups/ZipCodeCoherenceValidator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/groups/ZipCodeCoherenceValidator.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/messageinterpolation/MessageInterpolationTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/messageinterpolation/MessageInterpolationTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/messageinterpolation/MessageInterpolationWithDefaultBundleTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/messageinterpolation/MessageInterpolationWithDefaultBundleTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/messageinterpolation/ResourceBundleMessageInterpolatorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/messageinterpolation/ResourceBundleMessageInterpolatorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/messageinterpolation/User.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/messageinterpolation/User.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/proxy/A.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/proxy/A.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/proxy/B.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/proxy/B.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/proxy/ProxyTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/proxy/ProxyTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/serialization/ConstraintViolationSerializationTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/serialization/ConstraintViolationSerializationTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/serialization/CustomConstraintSerializableTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/serialization/CustomConstraintSerializableTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/serialization/DummyEmailValidator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/serialization/DummyEmailValidator.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/serialization/SerializableClass.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/serialization/SerializableClass.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/serialization/UnSerializableClass.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/serialization/UnSerializableClass.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/Author.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/Author.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/Book.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/Book.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/CachedTraversableResolverTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/CachedTraversableResolverTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/Cloth.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/Cloth.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/Jacket.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/Jacket.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/JpaTraversableResolverTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/JpaTraversableResolverTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/Suit.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/Suit.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/engine/traversableresolver/Trousers.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/engine/traversableresolver/Trousers.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/metadata/ConstraintHelperTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/metadata/ConstraintHelperTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/metadata/Customer.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/metadata/Customer.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/metadata/ElementDescriptorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/metadata/ElementDescriptorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/metadata/Engine.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/metadata/Engine.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/metadata/Order.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/metadata/Order.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/metadata/Person.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/metadata/Person.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/resourceloading/AggregateBundleTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/resourceloading/AggregateBundleTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/resourceloading/AggregateResourceBundleLocatorTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/resourceloading/AggregateResourceBundleLocatorTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/BoundariesConstraintValidator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/BoundariesConstraintValidator.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/DummyTraversableResolver.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/DummyTraversableResolver.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/IdentitySetTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/IdentitySetTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/PositiveConstraintValidator.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/PositiveConstraintValidator.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/ReflectionHelperTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/ReflectionHelperTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/TestUtil.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/TestUtil.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/ValidatorTypeTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/ValidatorTypeTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/util/annotationfactory/AnnotationFactoryTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/util/annotationfactory/AnnotationFactoryTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/Customer.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/Customer.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/MyInterface.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/MyInterface.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/MyInterfaceImpl.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/MyInterfaceImpl.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/Person.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/Person.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/Properties.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/Properties.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/XmlMappingTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/XmlMappingTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/mixedconfiguration/ICompetition.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/mixedconfiguration/ICompetition.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/mixedconfiguration/IFixture.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/mixedconfiguration/IFixture.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/mixedconfiguration/InheritanceMappingsTest.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/mixedconfiguration/InheritanceMappingsTest.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/mixedconfiguration/annotation/Competition.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/mixedconfiguration/annotation/Competition.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/mixedconfiguration/annotation/Fixture.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/mixedconfiguration/annotation/Fixture.java
Move Class,hibernate-validator/src/test/java/org/hibernate/validator/xml/mixedconfiguration/annotation/Game.java,Hardy Ferentschik,extremely high,hibernate-validator,src,test,java,org,hibernate/validator/xml/mixedconfiguration/annotation/Game.java
