@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
45,57,4,3374,1889,0.641079,0.934426,0.016613,0.934426,0.983387,0.032646,0.64444,1.449981,0.000052
46,57,4,3373,1890,0.640889,0.934426,0.016618,0.934426,0.983382,0.032655,0.644252,1.450404,0.000054
47,57,4,3372,1891,0.640699,0.934426,0.016623,0.934426,0.983377,0.032665,0.644065,1.450827,0.000055
48,57,4,3371,1892,0.640509,0.934426,0.016628,0.934426,0.983372,0.032674,0.643877,1.45125,0.000055
49,57,4,3370,1893,0.640319,0.934426,0.016633,0.934426,0.983367,0.032683,0.643689,1.451674,0.000056
50,57,4,3369,1894,0.640129,0.934426,0.016637,0.934426,0.983363,0.032693,0.643501,1.452097,0.000057
51,57,4,3366,1897,0.639559,0.934426,0.016652,0.934426,0.983348,0.032721,0.642938,1.45337,0.000058
52,57,4,3365,1898,0.639369,0.934426,0.016657,0.934426,0.983343,0.03273,0.64275,1.453795,0.00006
53,57,4,3364,1899,0.639179,0.934426,0.016662,0.934426,0.983338,0.03274,0.642562,1.45422,0.000061
54,57,4,3363,1900,0.638989,0.934426,0.016667,0.934426,0.983333,0.032749,0.642374,1.454645,0.000062
55,57,4,3362,1901,0.638799,0.934426,0.016672,0.934426,0.983328,0.032759,0.642186,1.45507,0.000062
56,57,4,3361,1902,0.638609,0.934426,0.016676,0.934426,0.983324,0.032768,0.641998,1.455496,0.000063
57,57,4,3360,1903,0.638419,0.934426,0.016681,0.934426,0.983319,0.032777,0.641811,1.455922,0.000063
58,57,4,3358,1905,0.638039,0.934426,0.016691,0.934426,0.983309,0.032796,0.641435,1.456775,0.000064
59,57,4,3357,1906,0.637849,0.934426,0.016696,0.934426,0.983304,0.032806,0.641247,1.457201,0.000065
60,57,4,3356,1907,0.637659,0.934426,0.016701,0.934426,0.983299,0.032815,0.641059,1.457628,0.000065
61,57,4,3355,1908,0.637469,0.934426,0.016706,0.934426,0.983294,0.032825,0.640872,1.458055,0.000066
62,57,4,3353,1910,0.637089,0.934426,0.016716,0.934426,0.983284,0.032844,0.640496,1.458911,0.000066
63,57,4,3351,1912,0.636709,0.934426,0.016725,0.934426,0.983275,0.032862,0.64012,1.459767,0.000067
64,57,4,3350,1913,0.636519,0.934426,0.01673,0.934426,0.98327,0.032872,0.639932,1.460195,0.000067
65,57,4,3349,1914,0.636329,0.934426,0.016735,0.934426,0.983265,0.032881,0.639745,1.460624,0.000067
66,57,4,3348,1915,0.636139,0.934426,0.01674,0.934426,0.98326,0.032891,0.639557,1.461053,0.000067
67,57,4,3347,1916,0.635949,0.934426,0.016745,0.934426,0.983255,0.0329,0.639369,1.461482,0.000068
68,57,4,3346,1917,0.635759,0.934426,0.01675,0.934426,0.98325,0.03291,0.639181,1.461912,0.000068
69,57,4,3345,1918,0.635569,0.934426,0.016755,0.934426,0.983245,0.032919,0.638993,1.462341,0.000068
70,57,4,3344,1919,0.635379,0.934426,0.01676,0.934426,0.98324,0.032929,0.638805,1.462771,0.000071
71,57,4,3343,1920,0.635189,0.934426,0.016765,0.934426,0.983235,0.032938,0.638618,1.463202,0.000072
72,57,4,3342,1921,0.634999,0.934426,0.01677,0.934426,0.98323,0.032948,0.63843,1.463632,0.000073
73,57,4,3341,1922,0.634809,0.934426,0.016775,0.934426,0.983225,0.032958,0.638242,1.464063,0.000073
74,57,4,3340,1923,0.634619,0.934426,0.01678,0.934426,0.98322,0.032967,0.638054,1.464494,0.000074
75,57,4,3339,1924,0.634429,0.934426,0.016784,0.934426,0.983216,0.032977,0.637866,1.464925,0.000076
76,57,4,3337,1926,0.634049,0.934426,0.016794,0.934426,0.983206,0.032996,0.637491,1.465788,0.000076
77,57,4,3336,1927,0.633859,0.934426,0.016799,0.934426,0.983201,0.033005,0.637303,1.46622,0.000077
78,57,4,3334,1929,0.633479,0.934426,0.016809,0.934426,0.983191,0.033024,0.636927,1.467085,0.000077
79,57,4,3333,1930,0.633289,0.934426,0.016814,0.934426,0.983186,0.033034,0.636739,1.467518,0.000077
80,57,4,3332,1931,0.633099,0.934426,0.016819,0.934426,0.983181,0.033043,0.636551,1.467951,0.000078
81,57,4,3331,1932,0.632909,0.934426,0.016824,0.934426,0.983176,0.033053,0.636364,1.468384,0.000079
82,57,4,3330,1933,0.632719,0.934426,0.016829,0.934426,0.983171,0.033063,0.636176,1.468818,0.000079
83,57,4,3329,1934,0.632529,0.934426,0.016834,0.934426,0.983166,0.033072,0.635988,1.469251,0.00008
84,57,4,3327,1936,0.632149,0.934426,0.016844,0.934426,0.983156,0.033091,0.635612,1.47012,0.000081
85,57,4,3325,1938,0.631769,0.934426,0.016854,0.934426,0.983146,0.033111,0.635237,1.470989,0.000083
86,57,4,3324,1939,0.631579,0.934426,0.016859,0.934426,0.983141,0.03312,0.635049,1.471424,0.000084
87,57,4,3323,1940,0.631389,0.934426,0.016864,0.934426,0.983136,0.03313,0.634861,1.47186,0.000085
88,57,4,3321,1942,0.631009,0.934426,0.016874,0.934426,0.983126,0.033149,0.634485,1.472731,0.000085
89,57,4,3320,1943,0.630819,0.934426,0.016879,0.934426,0.983121,0.033159,0.634298,1.473167,0.000085
90,57,4,3319,1944,0.630629,0.934426,0.016884,0.934426,0.983116,0.033168,0.63411,1.473603,0.000085
91,57,4,3318,1945,0.630439,0.934426,0.016889,0.934426,0.983111,0.033178,0.633922,1.47404,0.000085
92,57,4,3316,1947,0.630059,0.934426,0.016899,0.934426,0.983101,0.033197,0.633546,1.474914,0.000086
93,57,4,3314,1949,0.629679,0.934426,0.016909,0.934426,0.983091,0.033217,0.633171,1.475789,0.000086
94,57,4,3313,1950,0.629489,0.934426,0.016914,0.934426,0.983086,0.033226,0.632983,1.476227,0.000087
95,57,4,3312,1951,0.629299,0.934426,0.016919,0.934426,0.983081,0.033236,0.632795,1.476665,0.000087
96,57,4,3311,1952,0.629109,0.934426,0.016924,0.934426,0.983076,0.033246,0.632607,1.477104,0.000088
97,57,4,3310,1953,0.628919,0.934426,0.016929,0.934426,0.983071,0.033256,0.632419,1.477542,0.000089
98,57,4,3309,1954,0.628729,0.934426,0.016934,0.934426,0.983066,0.033265,0.632231,1.477981,0.000091
99,57,4,3308,1955,0.628539,0.934426,0.016939,0.934426,0.983061,0.033275,0.632044,1.478421,0.000091
100,57,4,3307,1956,0.628349,0.934426,0.016944,0.934426,0.983056,0.033285,0.631856,1.47886,0.000092
101,57,4,3306,1957,0.628159,0.934426,0.016949,0.934426,0.983051,0.033294,0.631668,1.4793,0.000092
102,57,4,3305,1958,0.627969,0.934426,0.016954,0.934426,0.983046,0.033304,0.63148,1.47974,0.000093
103,57,4,3304,1959,0.627779,0.934426,0.016959,0.934426,0.983041,0.033314,0.631292,1.48018,0.000093
104,57,4,3303,1960,0.627589,0.934426,0.016964,0.934426,0.983036,0.033324,0.631104,1.480621,0.000096
105,57,4,3302,1961,0.627399,0.934426,0.016969,0.934426,0.983031,0.033333,0.630917,1.481061,0.000096
106,57,4,3301,1962,0.627209,0.934426,0.016974,0.934426,0.983026,0.033343,0.630729,1.481502,0.000096
