@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
62,1772,0,6576,67,0.989914,1,0.212266,1,0.787734,0.350198,0.992038,1.008026,0
63,1772,0,6575,68,0.989764,1,0.212292,1,0.787708,0.350232,0.991919,1.008147,0
64,1772,0,6574,69,0.989613,1,0.212317,1,0.787683,0.350267,0.9918,1.008267,0
65,1772,0,6573,70,0.989463,1,0.212343,1,0.787657,0.350301,0.991682,1.008388,0.000001
66,1772,0,6572,71,0.989312,1,0.212368,1,0.787632,0.350336,0.991563,1.008509,0.000001
67,1772,0,6571,72,0.989162,1,0.212394,1,0.787606,0.350371,0.991444,1.00863,0.000001
68,1772,0,6570,73,0.989011,1,0.212419,1,0.787581,0.350405,0.991325,1.008751,0.000001
69,1772,0,6569,74,0.98886,1,0.212445,1,0.787555,0.35044,0.991206,1.008872,0.000001
70,1772,0,6568,75,0.98871,1,0.21247,1,0.78753,0.350475,0.991087,1.008993,0.000001
71,1772,0,6567,76,0.988559,1,0.212496,1,0.787504,0.350509,0.990969,1.009114,0.000001
72,1772,0,6566,77,0.988409,1,0.212521,1,0.787479,0.350544,0.99085,1.009235,0.000001
73,1772,0,6564,79,0.988108,1,0.212572,1,0.787428,0.350613,0.990612,1.009477,0.000001
74,1772,0,6563,80,0.987957,1,0.212597,1,0.787403,0.350648,0.990493,1.009598,0.000001
75,1772,0,6562,81,0.987807,1,0.212623,1,0.787377,0.350683,0.990374,1.009719,0.000001
76,1772,0,6561,82,0.987656,1,0.212649,1,0.787351,0.350717,0.990255,1.00984,0.000002
77,1772,0,6560,83,0.987506,1,0.212674,1,0.787326,0.350752,0.990137,1.009962,0.000002
78,1772,0,6559,84,0.987355,1,0.2127,1,0.7873,0.350787,0.990018,1.010083,0.000002
79,1772,0,6558,85,0.987205,1,0.212725,1,0.787275,0.350822,0.989899,1.010204,0.000002
80,1772,0,6557,86,0.987054,1,0.212751,1,0.787249,0.350856,0.98978,1.010325,0.000002
81,1772,0,6556,87,0.986904,1,0.212776,1,0.787224,0.350891,0.989661,1.010447,0.000002
82,1772,0,6555,88,0.986753,1,0.212802,1,0.787198,0.350926,0.989542,1.010568,0.000002
83,1772,0,6554,89,0.986602,1,0.212827,1,0.787173,0.350961,0.989424,1.010689,0.000003
84,1772,0,6553,90,0.986452,1,0.212853,1,0.787147,0.350995,0.989305,1.010811,0.000004
85,1772,0,6552,91,0.986301,1,0.212878,1,0.787122,0.35103,0.989186,1.010932,0.000004
86,1772,0,6551,92,0.986151,1,0.212904,1,0.787096,0.351065,0.989067,1.011054,0.000004
87,1772,0,6550,93,0.986,1,0.21293,1,0.78707,0.3511,0.988948,1.011175,0.000005
88,1772,0,6549,94,0.98585,1,0.212955,1,0.787045,0.351134,0.988829,1.011297,0.000006
89,1772,0,6548,95,0.985699,1,0.212981,1,0.787019,0.351169,0.988711,1.011418,0.000006
90,1772,0,6547,96,0.985549,1,0.213006,1,0.786994,0.351204,0.988592,1.01154,0.000007
91,1772,0,6546,97,0.985398,1,0.213032,1,0.786968,0.351239,0.988473,1.011661,0.000007
92,1772,0,6545,98,0.985248,1,0.213058,1,0.786942,0.351274,0.988354,1.011783,0.000008
93,1772,0,6544,99,0.985097,1,0.213083,1,0.786917,0.351308,0.988235,1.011905,0.000029
94,1772,0,6543,100,0.984947,1,0.213109,1,0.786891,0.351343,0.988116,1.012026,0.000039
95,1772,0,6542,101,0.984796,1,0.213134,1,0.786866,0.351378,0.987998,1.012148,0.000057
96,1772,0,6541,102,0.984645,1,0.21316,1,0.78684,0.351413,0.987879,1.01227,0.000064
97,1772,0,6540,103,0.984495,1,0.213186,1,0.786814,0.351448,0.98776,1.012392,0.000064
